epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
121,338.43,0.7794,0.42096,0.96109,0.98352,0.99316,0.99177,0.81178,0.77697,0.37258,0.94436,0.009406,0.009406,0.009406
122,341.134,0.78485,0.42507,0.96684,0.99071,0.98756,0.99157,0.81486,0.78986,0.37445,0.95513,0.00940105,0.00940105,0.00940105
123,343.777,0.79807,0.42557,0.96203,0.9932,0.98999,0.99322,0.80856,0.78209,0.37063,0.93947,0.0093961,0.0093961,0.0093961
124,346.533,0.78705,0.42033,0.95919,0.99542,0.98751,0.9928,0.80713,0.79128,0.36231,0.94987,0.00939115,0.00939115,0.00939115
125,349.129,0.79592,0.41727,0.97375,0.99032,0.99283,0.99493,0.80434,0.75891,0.38056,0.94381,0.0093862,0.0093862,0.0093862
126,352.227,0.76448,0.41654,0.96089,0.99261,0.99271,0.99108,0.80678,0.78002,0.38282,0.96105,0.00938125,0.00938125,0.00938125
127,355.031,0.76932,0.41319,0.95829,0.98924,0.98954,0.99434,0.80534,0.81161,0.38148,0.97612,0.0093763,0.0093763,0.0093763
128,357.636,0.77916,0.41943,0.96522,0.9926,0.99267,0.99296,0.79926,0.80859,0.36291,0.96415,0.00937135,0.00937135,0.00937135
129,360.404,0.81059,0.42796,0.98624,0.97948,0.89032,0.92409,0.71374,0.91711,0.55166,1.03532,0.0093664,0.0093664,0.0093664
130,363.252,0.75122,0.40645,0.94569,0.98093,0.90573,0.94533,0.72662,0.91222,0.68268,1.03094,0.00936145,0.00936145,0.00936145
131,365.988,0.78026,0.41981,0.96609,0.98121,0.93118,0.96151,0.72713,0.92721,0.5249,1.0275,0.0093565,0.0093565,0.0093565
132,368.751,0.77409,0.40922,0.9603,0.99133,0.99491,0.995,0.80716,0.78368,0.37718,0.93452,0.00935155,0.00935155,0.00935155
133,371.481,0.78621,0.42165,0.96559,0.99138,1,0.9946,0.8028,0.7753,0.36249,0.9406,0.0093466,0.0093466,0.0093466
134,374.331,0.78241,0.41828,0.96184,0.99164,0.99634,0.99209,0.80352,0.77703,0.36118,0.94568,0.00934165,0.00934165,0.00934165
135,377.242,0.79386,0.42246,0.96441,0.98754,0.99371,0.99238,0.80122,0.79417,0.36536,0.95811,0.0093367,0.0093367,0.0093367
136,380.331,0.78197,0.41803,0.97081,0.98953,0.99634,0.98853,0.79967,0.78848,0.36462,0.95788,0.00933175,0.00933175,0.00933175
137,383.222,0.7663,0.41184,0.95303,0.99055,0.97552,0.98479,0.78443,0.81251,0.69296,0.96486,0.0093268,0.0093268,0.0093268
138,385.985,0.77218,0.4116,0.96127,0.97941,0.98999,0.99017,0.78097,0.79164,0.39982,0.95919,0.00932185,0.00932185,0.00932185
139,388.723,0.78167,0.41414,0.97503,0.98851,0.98016,0.98811,0.79126,0.79893,0.37141,0.97373,0.0093169,0.0093169,0.0093169
140,391.464,0.76377,0.40094,0.96049,0.99696,0.99683,0.995,0.80911,0.77785,0.35851,0.9576,0.00931195,0.00931195,0.00931195
141,394.331,0.75686,0.40204,0.96655,0.98946,0.99273,0.99296,0.81417,0.78296,0.3527,0.9552,0.009307,0.009307,0.009307
142,397.139,0.74812,0.39564,0.94818,0.99348,0.99639,0.99414,0.80808,0.78696,0.3609,0.96363,0.00930205,0.00930205,0.00930205
143,399.919,0.74908,0.39918,0.96151,0.99833,0.9905,0.99488,0.80438,0.75836,0.36209,0.96124,0.0092971,0.0092971,0.0092971
144,402.868,0.75219,0.40392,0.96453,0.99436,0.99048,0.99328,0.78699,0.78156,0.37038,0.96187,0.00929215,0.00929215,0.00929215
145,405.535,0.74681,0.39928,0.95996,0.97103,0.97425,0.98774,0.78937,0.7741,0.4733,0.94657,0.0092872,0.0092872,0.0092872
146,408.185,0.76473,0.40311,0.95422,0.99558,0.99162,0.99461,0.80603,0.79951,0.36187,0.95338,0.00928225,0.00928225,0.00928225
147,411.094,0.7649,0.40333,0.96081,0.98653,0.98838,0.9917,0.79984,0.76933,0.36358,0.95052,0.0092773,0.0092773,0.0092773
148,413.868,0.76159,0.40269,0.95452,0.99317,0.99254,0.99481,0.82523,0.74576,0.34165,0.9478,0.00927235,0.00927235,0.00927235
149,416.781,0.75755,0.3913,0.9582,0.99163,0.99365,0.99463,0.81963,0.74903,0.34912,0.95189,0.0092674,0.0092674,0.0092674
150,419.518,0.76797,0.40247,0.95881,0.99317,0.99316,0.99048,0.81565,0.73601,0.3528,0.93438,0.00926245,0.00926245,0.00926245
151,422.243,0.75183,0.39512,0.95473,0.99315,0.9904,0.99066,0.80727,0.74194,0.35032,0.92815,0.0092575,0.0092575,0.0092575
152,425.08,0.74896,0.39526,0.94026,0.98795,0.98834,0.99162,0.81345,0.73694,0.34322,0.92296,0.00925255,0.00925255,0.00925255
153,428.144,0.75126,0.39426,0.95158,0.99249,0.99143,0.99142,0.8065,0.77484,0.34694,0.93665,0.0092476,0.0092476,0.0092476
154,430.82,0.75664,0.39495,0.94163,0.98902,0.9889,0.99157,0.80697,0.78487,0.35311,0.94555,0.00924265,0.00924265,0.00924265
155,433.687,0.75248,0.39065,0.94564,0.9896,0.98951,0.99382,0.80432,0.7786,0.34629,0.95337,0.0092377,0.0092377,0.0092377
156,436.352,0.756,0.39609,0.95019,0.99444,0.99107,0.9925,0.8163,0.75023,0.3462,0.94438,0.00923275,0.00923275,0.00923275
157,439.165,0.74026,0.39264,0.94916,0.99236,0.99634,0.99284,0.81627,0.73652,0.3446,0.93316,0.0092278,0.0092278,0.0092278
158,441.989,0.73685,0.38357,0.94383,0.99357,0.9959,0.99227,0.81646,0.75403,0.34485,0.92916,0.00922285,0.00922285,0.00922285
159,444.874,0.75691,0.39103,0.95102,0.99034,0.9886,0.99342,0.82176,0.76001,0.3407,0.93663,0.0092179,0.0092179,0.0092179
160,447.746,0.76304,0.40428,0.95777,0.99003,0.99683,0.99351,0.79816,0.78647,0.35818,0.95738,0.00921295,0.00921295,0.00921295
161,450.529,0.74915,0.39999,0.96153,0.99125,0.99683,0.99493,0.8232,0.74774,0.34016,0.95014,0.009208,0.009208,0.009208
162,453.526,0.74036,0.38976,0.94829,0.99532,0.99737,0.99496,0.8255,0.7437,0.33306,0.93618,0.00920305,0.00920305,0.00920305
163,456.39,0.74329,0.39271,0.94898,0.98868,0.99737,0.99177,0.81236,0.75238,0.34163,0.93938,0.0091981,0.0091981,0.0091981
164,458.998,0.74759,0.39216,0.95355,0.99739,0.99316,0.99493,0.82131,0.76016,0.33573,0.9424,0.00919315,0.00919315,0.00919315
165,461.832,0.73866,0.38828,0.9522,0.99261,0.99316,0.99336,0.79917,0.75835,0.39373,0.94511,0.0091882,0.0091882,0.0091882
166,464.719,0.74463,0.3922,0.96177,0.99426,0.99033,0.99479,0.81654,0.74829,0.34139,0.94777,0.00918325,0.00918325,0.00918325
167,467.532,0.74167,0.38618,0.94699,0.99204,0.99122,0.99391,0.81982,0.76044,0.34336,0.9532,0.0091783,0.0091783,0.0091783
168,470.576,0.75193,0.38864,0.94812,0.99206,0.9874,0.99423,0.80689,0.77954,0.34368,0.95613,0.00917335,0.00917335,0.00917335
169,473.424,0.75415,0.39149,0.94595,0.99893,0.99594,0.995,0.80702,0.78437,0.33842,0.96375,0.0091684,0.0091684,0.0091684
170,476.25,0.7261,0.39101,0.95567,0.99849,0.9937,0.995,0.81484,0.77443,0.34302,0.96182,0.00916345,0.00916345,0.00916345
171,479,0.73704,0.38016,0.96137,0.99878,0.99723,0.995,0.80409,0.77233,0.39695,0.95081,0.0091585,0.0091585,0.0091585
172,481.703,0.74323,0.38618,0.95388,0.995,1,0.99491,0.81221,0.76574,0.33749,0.94696,0.00915355,0.00915355,0.00915355
173,484.498,0.72695,0.39199,0.94386,0.99494,0.99488,0.995,0.81529,0.73656,0.33424,0.93212,0.0091486,0.0091486,0.0091486
174,487.351,0.7307,0.38541,0.94283,0.99397,0.99634,0.99493,0.81585,0.74985,0.33032,0.93446,0.00914365,0.00914365,0.00914365
175,490.301,0.71188,0.3775,0.93007,0.99516,0.99634,0.99244,0.82138,0.74108,0.32855,0.92805,0.0091387,0.0091387,0.0091387
176,493.054,0.72379,0.37844,0.94064,0.99874,0.9962,0.995,0.82536,0.7544,0.34377,0.93967,0.00913375,0.00913375,0.00913375
