epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,249.885,0.80799,0.48486,1.01761,0.99435,0.97516,0.99358,0.79717,0.78967,0.42238,0.98412,0.00949015,0.00949015,0.00949015
105,252.101,0.81599,0.4724,1.02044,0.97436,0.96289,0.99052,0.78366,0.79438,0.4304,0.97082,0.0094852,0.0094852,0.0094852
106,254.27,0.79368,0.45859,1.00372,0.9877,0.99922,0.99475,0.79009,0.83039,0.38273,0.99169,0.00948025,0.00948025,0.00948025
107,256.48,0.80764,0.47243,1.01741,0.98824,0.98188,0.99075,0.79738,0.77469,0.41579,0.97561,0.0094753,0.0094753,0.0094753
108,258.642,0.80017,0.46357,1.02989,0.99092,0.97448,0.99424,0.80376,0.77546,0.37496,0.9838,0.00947035,0.00947035,0.00947035
109,260.859,0.79708,0.44732,1.00191,0.98626,0.97338,0.99342,0.80362,0.78255,0.39379,0.99112,0.0094654,0.0094654,0.0094654
110,263.034,0.78989,0.46832,0.99714,0.99514,0.97299,0.99434,0.7806,0.83404,0.40165,1.01956,0.00946045,0.00946045,0.00946045
111,265.157,0.80456,0.47397,1.01108,0.99218,0.9686,0.99345,0.7744,0.83009,0.40513,1.01657,0.0094555,0.0094555,0.0094555
112,267.346,0.80449,0.46494,1.01844,0.9931,0.98974,0.9927,0.78724,0.8046,0.39366,0.98202,0.00945055,0.00945055,0.00945055
113,269.441,0.80536,0.47429,1.01226,0.97886,0.97735,0.99254,0.77731,0.78475,0.46191,0.97859,0.0094456,0.0094456,0.0094456
114,271.612,0.79399,0.45793,1.01405,0.98438,0.99086,0.99374,0.78361,0.81173,0.40913,0.99703,0.00944065,0.00944065,0.00944065
115,273.744,0.81309,0.47207,1.03722,0.98562,0.98036,0.99297,0.7813,0.81092,0.42438,1.00272,0.0094357,0.0094357,0.0094357
116,275.954,0.79827,0.46073,1.01133,0.9931,0.98507,0.99371,0.8015,0.76131,0.38631,0.98111,0.00943075,0.00943075,0.00943075
117,278.113,0.81678,0.454,1.01729,0.98725,0.9857,0.99277,0.78333,0.77205,0.42489,0.98471,0.0094258,0.0094258,0.0094258
118,280.274,0.83368,0.48508,1.02611,0.99007,0.99683,0.99246,0.78933,0.79509,0.39162,0.98841,0.00942085,0.00942085,0.00942085
119,282.375,0.80773,0.45886,1.03018,0.99008,0.99589,0.995,0.79874,0.74276,0.4553,0.9604,0.0094159,0.0094159,0.0094159
120,284.601,0.80388,0.45803,1.00189,0.99226,0.9895,0.99426,0.80854,0.74935,0.3749,0.96083,0.00941095,0.00941095,0.00941095
121,286.723,0.80359,0.48283,1.01575,0.99422,0.99756,0.99493,0.81146,0.74716,0.35845,0.96171,0.009406,0.009406,0.009406
122,288.891,0.78638,0.45724,1.00201,0.9879,0.98413,0.99481,0.80246,0.76408,0.38364,0.97174,0.00940105,0.00940105,0.00940105
123,291.081,0.78367,0.45631,0.99376,0.98923,0.98769,0.99225,0.79573,0.78749,0.35573,0.98272,0.0093961,0.0093961,0.0093961
124,293.344,0.80834,0.46209,1.00339,0.99078,0.99267,0.99128,0.78704,0.79188,0.37865,0.97849,0.00939115,0.00939115,0.00939115
125,295.566,0.77787,0.44768,0.9866,0.99553,0.99634,0.99159,0.8029,0.76311,0.36087,0.96551,0.0093862,0.0093862,0.0093862
126,297.98,0.77693,0.4512,0.99662,0.99139,0.99405,0.99447,0.7988,0.78789,0.36316,0.97297,0.00938125,0.00938125,0.00938125
127,300.277,0.78543,0.45782,1.01249,0.99149,0.97528,0.9929,0.79195,0.80905,0.38396,0.98861,0.0093763,0.0093763,0.0093763
128,302.515,0.79581,0.44564,1.00319,0.99689,0.99048,0.99199,0.79886,0.79251,0.37342,0.98672,0.00937135,0.00937135,0.00937135
129,304.712,0.77786,0.43637,1.00183,0.9984,0.98654,0.9948,0.80483,0.77002,0.36614,0.98264,0.0093664,0.0093664,0.0093664
130,306.843,0.78886,0.44653,0.99653,0.9979,0.99336,0.995,0.79244,0.79117,0.36414,0.97514,0.00936145,0.00936145,0.00936145
131,309.049,0.79871,0.44292,1.00977,0.99266,0.98905,0.99493,0.78093,0.80424,0.3696,0.9782,0.0093565,0.0093565,0.0093565
132,311.168,0.77145,0.43828,0.98244,0.99478,0.99316,0.99204,0.7939,0.77343,0.36043,0.96576,0.00935155,0.00935155,0.00935155
133,313.27,0.78309,0.45407,0.99462,0.9924,0.99151,0.99199,0.80363,0.75495,0.3667,0.965,0.0093466,0.0093466,0.0093466
134,315.444,0.77267,0.43036,0.99965,0.99492,0.99417,0.9941,0.78132,0.80493,0.38277,0.98853,0.00934165,0.00934165,0.00934165
135,317.618,0.7686,0.44215,1.00045,0.99639,0.99248,0.99489,0.80265,0.78779,0.35546,0.96954,0.0093367,0.0093367,0.0093367
136,319.828,0.77045,0.44295,0.99107,0.86664,0.95862,0.91327,0.72526,0.7905,0.88485,0.97809,0.00933175,0.00933175,0.00933175
137,321.983,0.77083,0.42879,0.99765,0.99487,1,0.995,0.79954,0.76085,0.34962,0.9678,0.0093268,0.0093268,0.0093268
138,324.155,0.78444,0.45098,0.99843,0.9735,0.98229,0.98298,0.78613,0.76335,0.40659,0.96628,0.00932185,0.00932185,0.00932185
139,326.325,0.75312,0.4234,0.98792,0.98569,0.98466,0.99354,0.7932,0.77471,0.36498,0.97511,0.0093169,0.0093169,0.0093169
140,328.5,0.74861,0.42331,0.97347,0.99413,0.99496,0.99057,0.78985,0.78522,0.35001,0.97064,0.00931195,0.00931195,0.00931195
141,330.739,0.79145,0.4459,1.00887,0.99334,0.99508,0.99188,0.79527,0.78196,0.35967,0.97425,0.009307,0.009307,0.009307
142,333.025,0.77693,0.4342,1.00175,0.99555,0.99267,0.99222,0.79836,0.77554,0.35723,0.9827,0.00930205,0.00930205,0.00930205
143,335.339,0.77383,0.43809,1.01204,0.98939,0.99634,0.9917,0.79729,0.77603,0.36792,0.98283,0.0092971,0.0092971,0.0092971
144,337.661,0.76475,0.43754,1.00641,0.99197,0.98859,0.99206,0.80034,0.77596,0.35796,0.97864,0.00929215,0.00929215,0.00929215
145,339.879,0.769,0.42355,0.98943,0.99508,0.98982,0.9927,0.79335,0.78021,0.35848,0.98685,0.0092872,0.0092872,0.0092872
146,342.155,0.76593,0.42958,0.9999,0.99362,0.99365,0.99471,0.81034,0.7402,0.33361,0.96691,0.00928225,0.00928225,0.00928225
147,344.433,0.73839,0.42597,0.98543,0.99298,0.99383,0.995,0.80886,0.73403,0.33504,0.97041,0.0092773,0.0092773,0.0092773
148,346.708,0.74981,0.41885,0.98459,0.997,0.99395,0.995,0.79939,0.79637,0.33929,0.99715,0.00927235,0.00927235,0.00927235
149,349.09,0.76825,0.4225,0.98606,0.99841,0.99144,0.995,0.80703,0.7387,0.34367,0.95432,0.0092674,0.0092674,0.0092674
150,351.394,0.7558,0.41348,0.98771,0.99789,0.98317,0.99454,0.79211,0.78982,0.363,0.97937,0.00926245,0.00926245,0.00926245
151,353.646,0.75074,0.42171,0.97416,0.98769,0.97992,0.9935,0.78221,0.78443,0.39305,0.98194,0.0092575,0.0092575,0.0092575
152,355.754,0.78475,0.43523,1.01006,0.98788,0.9852,0.99447,0.79957,0.7749,0.36152,0.9785,0.00925255,0.00925255,0.00925255
153,357.888,0.76771,0.42585,0.99495,0.98856,0.9819,0.99322,0.78262,0.79664,0.38079,0.99061,0.0092476,0.0092476,0.0092476
154,360.198,0.75138,0.41713,0.97241,0.99672,0.99161,0.99456,0.80587,0.7391,0.35984,0.96992,0.00924265,0.00924265,0.00924265
155,362.441,0.74427,0.41945,0.97262,0.99373,0.98999,0.99483,0.81356,0.72202,0.3372,0.95332,0.0092377,0.0092377,0.0092377
156,364.859,0.74832,0.42203,0.99049,0.99784,0.99683,0.995,0.79831,0.74589,0.33317,0.96145,0.00923275,0.00923275,0.00923275
157,367.105,0.75582,0.42543,0.98126,0.99715,0.99365,0.99497,0.79125,0.77854,0.35273,0.97636,0.0092278,0.0092278,0.0092278
158,369.351,0.75869,0.42045,0.98486,0.99692,0.99181,0.995,0.78653,0.77401,0.36177,0.967,0.00922285,0.00922285,0.00922285
159,371.677,0.75551,0.42023,0.97713,0.99128,0.98832,0.99224,0.79675,0.74797,0.40065,0.95256,0.0092179,0.0092179,0.0092179
160,373.953,0.76691,0.42371,0.99678,0.99271,0.99756,0.995,0.80029,0.75469,0.35426,0.96494,0.00921295,0.00921295,0.00921295
161,376.307,0.74034,0.4168,0.98303,0.99115,0.99216,0.99479,0.78808,0.76648,0.35809,0.96538,0.009208,0.009208,0.009208
162,378.558,0.75951,0.43004,0.9763,0.98306,0.99854,0.99438,0.81047,0.75945,0.34686,0.96747,0.00920305,0.00920305,0.00920305
163,380.864,0.7409,0.41073,0.97501,0.99177,1,0.99493,0.80813,0.76266,0.33828,0.97347,0.0091981,0.0091981,0.0091981
164,383.282,0.74426,0.41533,0.98259,0.98729,0.99365,0.99464,0.80111,0.78209,0.35116,0.99077,0.00919315,0.00919315,0.00919315
165,385.416,0.77456,0.4335,0.99424,0.99143,1,0.9946,0.80962,0.77211,0.34903,0.98608,0.0091882,0.0091882,0.0091882
166,387.681,0.76371,0.4167,1.00447,0.96166,0.98922,0.99105,0.80347,0.78769,0.46246,0.98702,0.00918325,0.00918325,0.00918325
167,389.892,0.7437,0.41191,0.99047,0.98667,0.98873,0.98861,0.80107,0.76341,0.35413,0.97367,0.0091783,0.0091783,0.0091783
168,392.111,0.73913,0.4166,0.99094,0.99357,0.99622,0.99493,0.80372,0.75459,0.35135,0.97171,0.00917335,0.00917335,0.00917335
169,394.337,0.7548,0.41623,0.98448,0.97447,0.98085,0.98888,0.78443,0.76481,0.37607,0.97304,0.0091684,0.0091684,0.0091684
170,396.611,0.75532,0.41369,0.98599,0.97692,0.97602,0.98177,0.77897,0.78749,0.40674,0.97691,0.00916345,0.00916345,0.00916345
171,398.863,0.75825,0.4146,0.97537,0.98277,0.9906,0.9926,0.79792,0.7476,0.35474,0.95989,0.0091585,0.0091585,0.0091585
172,401.078,0.73881,0.42209,0.97218,0.99276,0.98999,0.98952,0.7899,0.77268,0.3688,0.9794,0.00915355,0.00915355,0.00915355
173,403.272,0.74679,0.42167,0.9926,0.99824,0.9856,0.99165,0.79525,0.77193,0.36408,0.98384,0.0091486,0.0091486,0.0091486
174,405.575,0.73881,0.40477,0.98769,0.99686,0.99365,0.99466,0.80208,0.74858,0.34667,0.9751,0.00914365,0.00914365,0.00914365
175,407.911,0.73766,0.40889,0.9851,0.9943,0.9895,0.99375,0.79713,0.77307,0.34287,0.98334,0.0091387,0.0091387,0.0091387
176,410.281,0.7328,0.4019,0.97986,0.99166,0.98999,0.98976,0.7723,0.84581,0.3678,1.03,0.00913375,0.00913375,0.00913375
177,412.44,0.75161,0.41584,0.99174,0.99905,0.99748,0.995,0.80364,0.73883,0.32602,0.9722,0.0091288,0.0091288,0.0091288
178,414.557,0.74427,0.40802,0.9883,0.99042,0.99743,0.99368,0.81204,0.73208,0.34058,0.96151,0.00912385,0.00912385,0.00912385
179,416.717,0.73405,0.40947,0.99329,0.99338,0.99683,0.995,0.80281,0.76337,0.3358,0.96537,0.0091189,0.0091189,0.0091189
