epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
158,380.352,0.73102,0.40631,0.97172,0.99769,0.9895,0.9946,0.81604,0.73098,0.34378,0.94879,0.00120689,0.00120689,0.00120689
159,382.717,0.7466,0.41039,0.97583,0.99097,0.99114,0.9935,0.8105,0.74604,0.37383,0.95864,0.00120548,0.00120548,0.00120548
160,385.236,0.74289,0.41235,0.98262,0.98167,0.98544,0.98283,0.78819,0.77299,0.38413,0.96406,0.00120406,0.00120406,0.00120406
161,387.551,0.72957,0.40257,0.97677,0.98873,0.98535,0.98354,0.80358,0.75934,0.36376,0.95425,0.00120265,0.00120265,0.00120265
162,389.997,0.72708,0.41056,0.96716,0.98852,0.99271,0.98751,0.80616,0.75175,0.34668,0.95323,0.00120123,0.00120123,0.00120123
163,392.41,0.72848,0.40303,0.96915,0.99126,0.99634,0.99382,0.80743,0.77486,0.35546,0.96833,0.00119982,0.00119982,0.00119982
164,394.818,0.73202,0.40068,0.97753,0.98923,0.99535,0.99448,0.81716,0.75191,0.35105,0.9576,0.0011984,0.0011984,0.0011984
165,397.177,0.75136,0.40697,0.97699,0.9902,0.9956,0.99453,0.81203,0.75098,0.34337,0.95673,0.00119699,0.00119699,0.00119699
166,399.647,0.74461,0.40709,0.98372,0.98777,1,0.995,0.80504,0.76077,0.33838,0.95313,0.00119557,0.00119557,0.00119557
167,402.068,0.73305,0.40032,0.97392,0.99746,1,0.995,0.8031,0.75821,0.34537,0.95116,0.00119416,0.00119416,0.00119416
168,404.503,0.73881,0.39925,0.98086,0.99638,0.99421,0.995,0.80767,0.76213,0.34534,0.94246,0.00119274,0.00119274,0.00119274
169,406.958,0.70431,0.38578,0.95927,0.99436,0.99773,0.995,0.80917,0.76409,0.33306,0.95377,0.00119133,0.00119133,0.00119133
170,409.238,0.73472,0.38981,0.97157,0.99456,0.99683,0.99496,0.81375,0.74191,0.32618,0.95197,0.00118991,0.00118991,0.00118991
171,411.524,0.72786,0.38152,0.96462,0.99426,0.99038,0.99483,0.81903,0.72972,0.33115,0.94079,0.0011885,0.0011885,0.0011885
172,413.933,0.72304,0.39538,0.96492,0.99859,0.99189,0.995,0.80857,0.74877,0.3304,0.94836,0.00118708,0.00118708,0.00118708
173,416.286,0.74406,0.39578,0.98137,0.99832,0.99403,0.995,0.80342,0.78628,0.33625,0.95333,0.00118567,0.00118567,0.00118567
174,418.618,0.72102,0.38568,0.96965,0.99792,0.99346,0.995,0.81195,0.73845,0.32112,0.93841,0.00118426,0.00118426,0.00118426
175,420.959,0.7167,0.38381,0.96534,0.99443,0.99633,0.995,0.81393,0.71513,0.32775,0.92442,0.00118284,0.00118284,0.00118284
176,423.26,0.72021,0.37609,0.96393,0.99846,0.99194,0.995,0.82012,0.7043,0.31904,0.92413,0.00118143,0.00118143,0.00118143
177,425.56,0.71929,0.38562,0.9688,0.99754,0.99683,0.995,0.81868,0.72631,0.31839,0.92827,0.00118001,0.00118001,0.00118001
178,427.954,0.71533,0.38674,0.96424,0.99887,1,0.995,0.81845,0.72623,0.32953,0.93618,0.0011786,0.0011786,0.0011786
179,430.308,0.72422,0.38546,0.97794,0.99819,0.99874,0.995,0.81057,0.73301,0.33459,0.94518,0.00117718,0.00117718,0.00117718
180,432.567,0.71543,0.39211,0.96992,0.99852,0.99679,0.995,0.812,0.74119,0.3292,0.94442,0.00117577,0.00117577,0.00117577
181,434.816,0.71796,0.39425,0.96495,0.99768,1,0.995,0.7977,0.76112,0.33247,0.95182,0.00117435,0.00117435,0.00117435
